w1_q24_met_online,w1_ppage,w1_ppgender,w1_ppeduc,w1_ppincimp,w1_ppethm,w1_ppwork,w1_married,w1_same_sex_couple_raw,w1_relate_duration_in2017_years,w1_q34,still_together_w3,w1_weight_combo
0.0,54.0,Female,"Some college, no degree","$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,31.75,Good,1.0,1.025144338607788
0.0,74.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$85,000 to $99,999","2+ Races, Non-Hispanic",Not working - retired,0.0,NOT same-sex souple,20.16666603088379,Good,1.0,0.4723171889781952
0.0,52.0,Male,Masters degree,"$125,000 to $149,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,27.91666603088379,Excellent,1.0,0.7266244292259216
0.0,62.0,Male,Associate degree,"$60,000 to $74,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,43.83333206176758,Good,1.0,0.8170849680900574
0.0,63.0,Female,Masters degree,"$40,000 to $49,999","White, Non-Hispanic",Not working - disabled,1.0,NOT same-sex souple,43.83333206176758,Good,1.0,0.8365340232849121
0.0,70.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$40,000 to $49,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,52.16666793823242,Good,0.0,0.9069802165031432
0.0,65.0,Female,Bachelors degree,"$125,000 to $149,999","Other, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,40.5,Excellent,1.0,1.3371201753616333
0.0,70.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$40,000 to $49,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,32.58333206176758,Good,0.0,1.0447064638137815
0.0,70.0,Male,Masters degree,"$175,000 to $199,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,45.66666793823242,Excellent,1.0,0.8049858808517456
0.0,68.0,Male,"Some college, no degree","$100,000 to $124,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,48.08333206176758,Good,1.0,0.2049861252307891
0.0,55.0,Female,Associate degree,"$200,000 to $249,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,34.5,Excellent,1.0,1.0612154006958008
0.0,42.0,Female,Masters degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,5.916666507720947,Excellent,1.0,1.0339641571044922
0.0,55.0,Male,Bachelors degree,"$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,31.33333396911621,Excellent,1.0,0.8029505610466003
0.0,57.0,Male,Associate degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,37.0,Excellent,1.0,0.9102594256401062
0.0,75.0,Female,Bachelors degree,"$175,000 to $199,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,50.91666793823242,Excellent,1.0,0.8274880051612854
0.0,69.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$60,000 to $74,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,52.66666793823242,Excellent,1.0,1.0735406875610352
0.0,67.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$100,000 to $124,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,49.41666793823242,Excellent,1.0,0.9661187529563904
0.0,62.0,Male,Bachelors degree,"$125,000 to $149,999","White, Non-Hispanic",Not working - disabled,1.0,NOT same-sex souple,40.33333206176758,Excellent,1.0,0.7493526935577393
0.0,69.0,Female,Masters degree,"$85,000 to $99,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,39.33333206176758,Good,1.0,0.908450186252594
0.0,66.0,Male,Bachelors degree,"$150,000 to $174,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,47.66666793823242,Excellent,1.0,0.7756993174552917
1.0,43.0,Female,Masters degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,4.083333492279053,Excellent,1.0,1.274476170539856
1.0,20.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$60,000 to $74,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,18.08333396911621,Excellent,1.0,1.144326090812683
0.0,62.0,Male,Masters degree,"$175,000 to $199,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,40.75,Excellent,1.0,0.8049858808517456
0.0,35.0,Female,Associate degree,"$75,000 to $84,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,20.33333396911621,Good,1.0,1.375226616859436
1.0,45.0,Female,Associate degree,"$60,000 to $74,999","Black, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,7.916666507720947,Good,1.0,1.3136004209518433
0.0,61.0,Female,Bachelors degree,"$75,000 to $84,999","Black, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,32.41666793823242,Good,1.0,1.2473379373550415
0.0,39.0,Female,Bachelors degree,"$75,000 to $84,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,4.166666507720947,Excellent,1.0,1.1750826835632324
0.0,34.0,Female,Bachelors degree,"$50,000 to $59,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,12.5,Excellent,1.0,1.0465155839920044
0.0,70.0,Male,"Some college, no degree","$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,38.91666793823242,Good,1.0,1.143534541130066
0.0,56.0,Male,Associate degree,"$60,000 to $74,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,18.08333396911621,Good,1.0,0.799219012260437
0.0,61.0,Male,Masters degree,"$125,000 to $149,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,38.16666793823242,Excellent,1.0,0.7493526935577393
0.0,62.0,Male,Bachelors degree,"$75,000 to $84,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,46.41666793823242,Fair,1.0,0.8516861796379089
0.0,78.0,Male,Masters degree,"$60,000 to $74,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,42.41666793823242,Excellent,1.0,0.7308082580566406
0.0,25.0,Female,Bachelors degree,"$60,000 to $74,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,8.916666984558105,Fair,1.0,0.9552634954452516
0.0,70.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$20,000 to $24,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,27.91666603088379,Excellent,1.0,0.9882816672325134
0.0,58.0,Male,"Some college, no degree","$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,25.08333396911621,Good,1.0,0.9102594256401062
0.0,61.0,Male,Masters degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,14.416666984558104,Excellent,1.0,0.7427942752838135
0.0,73.0,Male,Masters degree,"$100,000 to $124,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,21.16666603088379,Excellent,1.0,0.7427942752838135
0.0,73.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$200,000 to $249,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,54.91666793823242,Excellent,1.0,0.996536135673523
0.0,47.0,Male,"Some college, no degree","$200,000 to $249,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,25.5,Excellent,1.0,0.8802943825721741
0.0,62.0,Male,Masters degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,42.08333206176758,Excellent,1.0,0.7831622958183289
0.0,61.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$100,000 to $124,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,42.83333206176758,Good,1.0,0.8908103704452515
0.0,64.0,Male,Masters degree,"$125,000 to $149,999","Other, Non-Hispanic",Not working - retired,0.0,NOT same-sex souple,18.08333396911621,Good,1.0,1.253557205200195
0.0,68.0,Male,Masters degree,"$100,000 to $124,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,49.33333206176758,Excellent,1.0,0.7221013903617859
0.0,73.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$175,000 to $199,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,26.0,Excellent,0.0,0.9569596648216248
0.0,67.0,Female,Professional or Doctorate degree,"$100,000 to $124,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,43.08333206176758,Good,1.0,0.7702717185020447
0.0,67.0,Male,Masters degree,"$40,000 to $49,999","White, Non-Hispanic",Working - self-employed,1.0,NOT same-sex souple,32.0,Fair,1.0,0.7910775542259216
0.0,35.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$35,000 to $39,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,15.0,Excellent,1.0,1.0732015371322632
0.0,64.0,Female,Masters degree,"$175,000 to $199,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,18.33333396911621,Excellent,1.0,0.8586968779563904
0.0,65.0,Female,Bachelors degree,"$100,000 to $124,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,45.66666793823242,Excellent,1.0,0.7993321418762207
0.0,53.0,Female,"Some college, no degree","$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,18.58333396911621,Fair,1.0,1.178927302360535
0.0,52.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$60,000 to $74,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,35.41666793823242,Excellent,1.0,1.025370478630066
0.0,59.0,Male,Associate degree,"$25,000 to $29,999","Black, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,18.25,Good,0.0,1.1794925928115845
0.0,63.0,Male,Professional or Doctorate degree,"$175,000 to $199,999","2+ Races, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,37.75,Good,1.0,0.3380963504314422
0.0,73.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$125,000 to $149,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,18.08333396911621,Excellent,1.0,0.927673041820526
0.0,30.0,Male,"Some college, no degree","$60,000 to $74,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,12.333333015441896,Excellent,1.0,0.9667972922325134
0.0,35.0,Female,Bachelors degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,13.75,Excellent,1.0,1.0729752779006958
0.0,55.0,Male,Bachelors degree,"$75,000 to $84,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,5.416666507720947,Good,1.0,0.895672619342804
0.0,36.0,Female,Bachelors degree,"$60,000 to $74,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,22.33333396911621,Excellent,1.0,1.0465155839920044
0.0,65.0,Female,Bachelors degree,"$60,000 to $74,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,17.83333396911621,Excellent,0.0,0.7728723883628845
1.0,50.0,Female,Associate degree,"$60,000 to $74,999",Hispanic,Working - as a paid employee,0.0,NOT same-sex souple,8.333333015441895,Excellent,1.0,2.0431649684906006
0.0,44.0,Male,Bachelors degree,"$250,000 or more","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,28.75,Excellent,1.0,1.024126648902893
0.0,58.0,Male,"Some college, no degree","$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,35.5,Excellent,1.0,0.966458022594452
0.0,68.0,Male,"Some college, no degree","$50,000 to $59,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,45.91666793823242,Excellent,1.0,1.2144330739974976
0.0,60.0,Male,Masters degree,"$100,000 to $124,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,29.5,Excellent,1.0,0.7493526935577393
0.0,54.0,Female,Bachelors degree,"$175,000 to $199,999","White, Non-Hispanic",Not working - looking for work,1.0,NOT same-sex souple,35.33333206176758,Excellent,1.0,0.9765217900276184
0.0,61.0,Male,Bachelors degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,37.41666793823242,Excellent,1.0,0.844223141670227
0.0,76.0,Male,Associate degree,"$35,000 to $39,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,53.91666793823242,Excellent,0.0,0.8843650817871094
0.0,57.0,Female,Bachelors degree,"$175,000 to $199,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,35.75,Excellent,1.0,0.9410159587860109
1.0,39.0,Male,Bachelors degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,8.666666984558105,Good,1.0,1.083491325378418
0.0,84.0,Male,"Some college, no degree","$85,000 to $99,999","Black, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,18.08333396911621,Excellent,1.0,1.2618117332458496
0.0,71.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$30,000 to $34,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,43.41666793823242,Good,0.0,1.0447064638137815
0.0,55.0,Female,Bachelors degree,"$50,000 to $59,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,35.83333206176758,Good,1.0,0.8866265416145325
0.0,50.0,Male,"Some college, no degree","$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,28.0,Excellent,1.0,0.8802943825721741
0.0,27.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$12,500 to $14,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,18.08333396911621,Good,0.0,1.1310962438583374
0.0,42.0,Female,Masters degree,"$150,000 to $174,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,21.66666603088379,Excellent,1.0,1.1525806188583374
0.0,37.0,Male,Associate degree,"$35,000 to $39,999","Black, Non-Hispanic",Not working - disabled,1.0,NOT same-sex souple,8.166666984558105,Fair,1.0,1.4267892837524414
0.0,27.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,4.833333492279053,Good,1.0,1.0443671941757202
0.0,28.0,Male,Bachelors degree,"$175,000 to $199,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,18.08333396911621,Excellent,1.0,1.210701584815979
0.0,52.0,Male,Masters degree,"$125,000 to $149,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,27.83333396911621,Excellent,1.0,0.7880245447158813
1.0,35.0,Male,Professional or Doctorate degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,8.333333015441895,Excellent,1.0,0.8415093421936035
1.0,43.0,Female,Masters degree,"$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,8.0,Excellent,1.0,1.1525806188583374
0.0,52.0,Male,Masters degree,"$125,000 to $149,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,33.5,Excellent,1.0,0.7539888024330139
0.0,64.0,Female,Professional or Doctorate degree,"$125,000 to $149,999","Black, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,22.25,Good,1.0,1.12419855594635
0.0,29.0,Male,Professional or Doctorate degree,"$250,000 or more","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,2.9166667461395264,Excellent,1.0,1.210701584815979
0.0,45.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$60,000 to $74,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,21.66666603088379,Fair,1.0,0.8195726871490479
0.0,57.0,Male,"Some college, no degree","$100,000 to $124,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,38.91666793823242,Excellent,1.0,0.8886619210243225
0.0,70.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$75,000 to $84,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,20.16666603088379,Good,1.0,0.9490443468093872
0.0,59.0,Female,Bachelors degree,"$100,000 to $124,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,29.58333396911621,Excellent,1.0,0.8759974241256714
0.0,54.0,Male,Bachelors degree,"$125,000 to $149,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,36.16666793823242,Excellent,1.0,0.8071343898773193
0.0,67.0,Male,"Some college, no degree","$40,000 to $49,999","White, Non-Hispanic",Not working - looking for work,1.0,NOT same-sex souple,40.08333206176758,Excellent,1.0,0.7242498993873596
0.0,55.0,Male,Bachelors degree,"$250,000 or more","White, Non-Hispanic",Not working - looking for work,1.0,NOT same-sex souple,15.25,Good,1.0,0.8100743293762207
0.0,61.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$40,000 to $49,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,30.25,Excellent,1.0,0.9561681151390076
0.0,52.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$60,000 to $74,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,30.66666603088379,Good,1.0,0.8323502540588379
0.0,50.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$60,000 to $74,999","Black, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,30.83333396911621,Good,1.0,1.6039787530899048
0.0,57.0,Male,"Some college, no degree","$75,000 to $84,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,21.41666603088379,Excellent,1.0,1.0101052522659302
0.0,72.0,Female,11th grade,"$40,000 to $49,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,54.25,Excellent,1.0,1.207987666130066
0.0,61.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$40,000 to $49,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,43.0,Excellent,1.0,1.0447064638137815
0.0,73.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$250,000 or more","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,56.08333206176758,Good,1.0,1.063024640083313
0.0,50.0,Male,Masters degree,"$100,000 to $124,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,17.25,Fair,1.0,0.7266244292259216
0.0,56.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$75,000 to $84,999","2+ Races, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,6.0,Excellent,1.0,0.6133226156234741
1.0,46.0,Male,Professional or Doctorate degree,"$250,000 or more","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,9.916666984558104,Excellent,1.0,0.9644227027893066
0.0,64.0,Female,Bachelors degree,"$150,000 to $174,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,48.83333206176758,Excellent,1.0,0.8586968779563904
0.0,67.0,Male,Professional or Doctorate degree,"$150,000 to $174,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,35.33333206176758,Good,1.0,0.7756993174552917
0.0,68.0,Female,Masters degree,"$175,000 to $199,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,41.83333206176758,Excellent,1.0,0.919192373752594
0.0,55.0,Male,Professional or Doctorate degree,"$200,000 to $249,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,29.0,Very Poor,1.0,0.8029505610466003
0.0,58.0,Male,Bachelors degree,"$250,000 or more","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,39.16666793823242,Excellent,1.0,0.7805615663528442
0.0,58.0,Male,"Some college, no degree","$175,000 to $199,999","2+ Races, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,15.0,Excellent,1.0,0.3802735805511474
0.0,69.0,Male,"Some college, no degree","$75,000 to $84,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,28.0,Excellent,1.0,0.9255245923995972
0.0,63.0,Male,Bachelors degree,"$200,000 to $249,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,33.83333206176758,Excellent,1.0,0.8412832617759705
0.0,51.0,Male,"Some college, no degree","$60,000 to $74,999","Black, Non-Hispanic",Not working - retired,0.0,NOT same-sex souple,18.83333396911621,Good,1.0,1.089597463607788
0.0,58.0,Male,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,40.41666793823242,Excellent,1.0,0.9334399104118348
0.0,79.0,Male,11th grade,"$35,000 to $39,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,38.66666793823242,Excellent,1.0,1.083491325378418
0.0,59.0,Female,"Some college, no degree","$75,000 to $84,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,24.25,Excellent,1.0,1.2177122831344604
0.0,59.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$150,000 to $174,999",Hispanic,Working - as a paid employee,1.0,NOT same-sex souple,41.75,Excellent,1.0,1.636770725250244
0.0,54.0,Female,Masters degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,12.5,Excellent,1.0,0.161045029759407
0.0,45.0,Female,Bachelors degree,"$250,000 or more","White, Non-Hispanic",Working - as a paid employee,0.0,NOT same-sex souple,3.8333332538604736,Good,1.0,0.9765217900276184
0.0,60.0,Female,Associate degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,33.91666793823242,Excellent,1.0,1.0156458616256714
0.0,48.0,Male,Bachelors degree,"$175,000 to $199,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,27.83333396911621,Excellent,1.0,0.8671775460243225
0.0,58.0,Male,12th grade NO DIPLOMA,"$125,000 to $149,999","White, Non-Hispanic",Working - self-employed,1.0,NOT same-sex souple,35.75,Good,1.0,0.9951792359352112
1.0,58.0,Male,Bachelors degree,"$35,000 to $39,999","White, Non-Hispanic",Working - as a paid employee,0.0,same_sex_couple,6.75,Fair,0.0,0.1153066381812095
0.0,69.0,Female,"Some college, no degree","$85,000 to $99,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,49.0,Excellent,1.0,0.9872639179229736
0.0,67.0,Male,Bachelors degree,"$250,000 or more","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,49.58333206176758,Good,1.0,0.8617498874664307
0.0,71.0,Female,7th or 8th grade,"$35,000 to $39,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,26.91666603088379,Excellent,1.0,1.207987666130066
0.0,58.0,Male,Bachelors degree,"$100,000 to $124,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,17.5,Excellent,1.0,0.7266244292259216
0.0,57.0,Female,"Some college, no degree","$30,000 to $34,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,36.16666793823242,Excellent,1.0,1.1310962438583374
0.0,66.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$12,500 to $14,999","Black, Non-Hispanic",Not working - retired,0.0,NOT same-sex souple,18.08333396911621,Good,1.0,1.2675787210464478
0.0,68.0,Male,"Some college, no degree","$60,000 to $74,999","Other, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,42.41666793823242,Good,1.0,1.430859923362732
0.0,54.0,Male,Bachelors degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,24.66666603088379,Excellent,1.0,0.7539888024330139
0.0,70.0,Female,Professional or Doctorate degree,"$175,000 to $199,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,42.58333206176758,Excellent,1.0,0.919192373752594
0.0,57.0,Female,"Some college, no degree","$125,000 to $149,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,27.5,Excellent,1.0,1.0973997116088867
0.0,70.0,Female,Masters degree,"$100,000 to $124,999","White, Non-Hispanic",Not working - retired,1.0,same_sex_couple,40.25,Excellent,1.0,0.2210379540920257
0.0,57.0,Male,Bachelors degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,27.0,Excellent,1.0,0.8570007085800171
0.0,68.0,Male,Associate degree,"$85,000 to $99,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,41.83333206176758,Excellent,1.0,1.0281974077224731
1.0,28.0,Female,"Some college, no degree","$50,000 to $59,999","White, Non-Hispanic",Working - self-employed,1.0,NOT same-sex souple,10.5,Excellent,1.0,1.0218651294708252
0.0,19.0,Female,"Some college, no degree","$125,000 to $149,999","White, Non-Hispanic",Working - self-employed,0.0,NOT same-sex souple,0.8333333134651184,Excellent,1.0,1.0183597803115845
0.0,74.0,Female,"Some college, no degree","$175,000 to $199,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,57.25,Excellent,1.0,0.933100700378418
1.0,31.0,Female,Bachelors degree,"$175,000 to $199,999","White, Non-Hispanic",Working - as a paid employee,0.0,same_sex_couple,0.75,Good,0.0,0.1710851788520813
1.0,30.0,Male,Masters degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,9.666666984558104,Good,1.0,0.9121816754341124
1.0,59.0,Male,"Some college, no degree","$60,000 to $74,999","Black, Non-Hispanic",Working - as a paid employee,0.0,same_sex_couple,18.58333396911621,Fair,0.0,0.4257761836051941
1.0,44.0,Male,"Some college, no degree","$125,000 to $149,999",Hispanic,Working - self-employed,0.0,same_sex_couple,13.5,Excellent,1.0,0.4670833051204681
0.0,64.0,Female,Masters degree,"$100,000 to $124,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,42.66666793823242,Excellent,1.0,0.8354032635688782
0.0,67.0,Female,10th grade,"$20,000 to $24,999","Other, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,43.16666793823242,Good,1.0,1.8979756832122805
0.0,55.0,Male,Masters degree,"$100,000 to $124,999","White, Non-Hispanic",Working - as a paid employee,1.0,NOT same-sex souple,31.66666603088379,Excellent,1.0,0.7880245447158813
0.0,70.0,Male,Associate degree,"$100,000 to $124,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,48.41666793823242,Excellent,1.0,0.8143712282180786
0.0,38.0,Male,Bachelors degree,"$35,000 to $39,999","White, Non-Hispanic",Not working - other,1.0,NOT same-sex souple,16.75,Excellent,1.0,0.9280122518539428
0.0,64.0,Female,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),"$15,000 to $19,999","White, Non-Hispanic",Not working - retired,0.0,NOT same-sex souple,6.333333492279053,Excellent,0.0,0.9647619128227234
0.0,79.0,Male,Professional or Doctorate degree,"$125,000 to $149,999","White, Non-Hispanic",Not working - retired,1.0,NOT same-sex souple,18.08333396911621,Excellent,1.0,0.7493526935577393
